aaa;aaa;anda;12;100;0;;;0
7790590000155;;Casa y Jardin x 360 ml (6);7.9;98;N;1;6;0
7790590000162;;Cucaracha y Hormigas x 345 ml (6);7.55;2;N;1;6;0
7790590000179;;Repelente en Aerosol x 165 ml (6);10.33;294;N;1;6;0
7790590000216;;Bio-Protec Lavanda x 340 ml (6);6.04;12;N;1;6;0
7790590000209;;Bio-Protec x 340 ml (6);6.04;48;N;1;6;0
1011;;Lustra Mueble Lustratodo x 340 ml (6);7.13;32;N;1;6;0
1012;;Lustra Mueble Lustratodo Naranja x 340 ml (6);7.13;43;N;1;6;0
1014;;Minishow jardines de babilonia;451.64;0;N;1;1;0
1015;;Minishow Aurora Boreal;439.09;0;N;1;1;0
7798094222325;;Budin Fantasia limon x 160g (18);2.08;0;N;1;18;0
7790950113129;;DR. Lemon C Tequila 12 x 275cc;4.78;331;N;1;12;0
1030;;Grapa Candolini x 1lt;110.58;10;N;1;6;0
1022;;Minishow Prodijio Astral;575.16;0;N;1;1;0
7791290782587;27791290782581;Enjuague Skip Concentrado x 270 (12);11.49;21;N;1;12;0
1036;;Jabon rexona revitalising x 125gr (72);1.99;995;N;1;72;0
1037;;Suave Ac L.intenso x750ml (12);6.88;127;N;1;12;0
1038;;Suave Ac ondas y rizos x750ml (12);6.88;109;N;1;12;0
1040;;Suave Ac B.activo x750ml (12);6.88;122;N;1;12;0
1041;;Suave Ac R.profunda x750ml (12);6.88;85;N;1;12;0
1042;;Suave Sh B.activo x750ml (12);6.49;0;N;1;12;0
1044;;Suave Ac C.control x750ml (12);6.88;120;N;1;12;0
1046;;Suave Sh C.control x750ml (12);6.88;137;N;1;12;0
1047;;Suave Sh L.intenso x750ml (12);6.88;124;N;1;12;0
1048;;Suave Sh R.profunda x750ml (12);6.88;96;N;1;12;0
1050;;Suave Sh B.activo x750ml (12);6.88;41;N;1;12;0
1051;;Suave Sh ondas y rizos x750ml (12);6.88;95;N;1;12;0
1052;;Suave Sh Caspa Control x750ml (12);6.49;0;N;1;12;0
1058;;Nucrem x 43g;0.84;0;N;1;16;0
1057;;Jugo Mi-Ju Durazno 6u X 500;12.15;75;N;1;1;0
1062;;Sedal Ac  caida x 350 (12);8.88;34;N;1;12;0
1072;;Esponjas Cocina x 12u;20.33;152;N;1;12;0
7791293000053;;Rexona Teens Musicfa x 64gr (12);4.81;32;N;1;12;0
1134;;Dove AC therapy x 400 ml (12);14.22;31;N;1;12;0
1137;;Dove AC therapy x 750 ml (12);22.62;1;N;1;12;0
1142;;Dove Crema Aerosol Para Peinar x 215 (12);10.35;56;N;1;12;0
1143;;Sedal Crema Para Peinar x 315 (6);13.66;0;N;1;6;0
1144;;Des. Axe Twist x 113g (12);9.1;112;N;1;12;0
1148;;Des. Axe Twist x 90gr (12);10.36;167;N;1;12;0
7791293012926;;Jabon rexona Revitalising 3 x 125gr (24);5.65;53;N;1;24;0
1150;;Dove Sh therapy x 750 ml (12);22.62;4;N;1;12;0
1151;;Dove Sh therapy x 400 ml (12);14.22;25;N;1;12;0
1152;;Dove Crema Para Peinar x 200 (12);10.35;43;N;1;12;0
1199;;Dove Crema T.caida x 315 (6);13.66;23;N;1;6;0
1154;;Champagne Bianchi  L.Primo Extra Brut x 750 (6);15.38;104;N;1;6;0
753;;Finca Los Primos Bco x750 (6);9.38;21;N;1;6;0
1205;;Lamparas Ecohome 14w (6);10.69;427;N;1;6;0
1206;;Lamparas Ecohome 18w (6);11.81;350;N;1;6;0
1207;;Nucrem Georgalo (mantecol) x 84g (40);1.72;0;N;1;40;0
7794000957626;;Savora x 250 (8);3.03;7;N;1;8;0
;;Champagne Bianchi x 750 (6);46.43;0;N;1;6;0
;;Jugo Mi-Ju Sup. Manzana 6u X 500;11.68;51;N;1;1;0
7790036972398;;Baggio Pronto Durz- Naranj x 1lt (12);3.19;710;N;1;12;0
;;Baggio Durazno-Naranja x 200 (18);1.07;1203;N;1;18;0
;;Baggio Durazno-Naranja x 125 (28);0.76;4209;N;1;28;0
;;Drive Matic Petalos x 400gr (24);3.15;125;N;1;24;0
;;Skip Perf.Dark x 800gr (24);13.79;195;N;1;24;0
;;Skip Perf.White x 800gr (24);13.79;204;N;1;24;0
;;Cif active gel Naranja y Limon 12x300ml;6.34;90;N;1;12;0
;;Cif active gel Naranja y Limon 12x600ml;10.38;52;N;1;12;0
;;Drive Regular Petalos x 400gr (24);3.15;1675;N;1;24;0
;;Cif Crema C/lavandina 12x375gr;3.81;238;N;1;12;0
1230;;Whisky estuche glenfiddich x 750;168.17;22;N;1;12;0
1210;;Palitos de Maiz x 20g (40) Big Cheese;0.64;516;N;1;40;0
1254;;Pelotitas anti Stress;0.02;90;N;1;1;0
7791290005136;;Cif gel C/lavandina x500ml (12);5.98;172;N;1;12;0
1239;;Des. Axe sensitive x 90gr (12);10.36;307;N;1;12;0
;;Sedal Ac Defense x 200 (12);5.52;21;N;1;12;0
1249;;Des. Impulse Deo Musk x 107gr (12);7.74;65;N;1;12;0
1231;;Baggio Pera x 200 (18);1.07;431;N;1;18;0
1232;;Baggio Pera x 125 (28);0.76;0;N;1;28;0
1229;;Jugo Mi-Ju Naranja 6u X 1500;17.22;58;N;1;1;0
1228;;Pure de Tomate de la huerta x 530g (12);2.22;2048;N;1;12;0
1267;;La Vid Bco x 1lt  (12);4.04;459;N;1;12;0
;27791290000487;Cif Crema C/lavandina 12x750gr;6.32;153;N;1;12;0
1299;;Skip Perf. Uv Color x 800gr (24);13.79;92;N;1;24;0
1300;;Sedal Crema  R.Obedientesx 450 (6);12.35;35;N;1;6;0
1301;;Mayonesa Hellmanns ligth x 500cc (15);7.6;27;N;1;15;0
1302;;Mayonesa Hellmanns frasco Ligth x 350cc (6);5.39;11;N;1;6;0
1303;;Chicle Bomky Mundial 20 x 16,8g;9.58;0;N;1;18;0
1306;;Hamlet Surtidos exhibi. 36u x50g;45;0;N;1;6;0
1325;;Papel H Nittides Blanco 50m x 4u (12);4.67;849;N;1;12;0
1430;37790950005814;Terma Citrus x 1250cc (12);5.99;467;N;1;12;0
1437;37790950005814;Terma Citrus x ligth 1250cc (12);5.95;501;N;1;12;0
1312;;Tableta Daqui Marmolada x 70G (28);1.55;428;N;1;28;0
1341;;Tableta Alteza Leche Mani x 130g G (40);2.32;135;N;1;40;0
1391;;Azufre a Granel x 70u;19.98;46;N;1;1;0
1354;;Suave Ac Coco y Leche 8x930ml;6.98;56;N;1;8;0
1489;;Arroz Rutilante 0000 x 500g (10);1.36;12751;N;1;10;0
7794612504508;;Bomb. Complice Leche. 30x16gr;12.15;56;N;1;12;0
1479;;Tab Hamlet chocolate 20 x 50g;25.62;59;N;1;6;0
1364;27791599014253;Tomate Pelado entero x 400 (12);1.96;2267;N;1;12;0
21022221211111;17790290001199;Fernet Branca 6 x 1.50;58.17;0;N;1;6;0
909909090990;7790628102721;Surtido Fauna;10;1;N;1;28;N
